"SERIES","ESU","SPECIES","METHOD","MAJOR_POPULATION_GROUP","NMFS_POPID","POPULATION_NAME","COMMON_POPULATION_NAME","DISPLAY_ORDER","RUN_TIMING","STREAM_NAME","YEAR","NUMBER_OF_SPAWNERS","FRACWILD","CONTRIBUTOR","COMPILER","CITATION","LINE_NOTES"
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","South Fork Salmon",65,"East Fork South Fork Salmon River","EF SF Salmon R.",3.4,NA,"Johnson Creek",2018,366,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","South Fork Salmon",65,"East Fork South Fork Salmon River","EF SF Salmon R.",3.4,NA,"Johnson Creek",2019,188,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Grande Ronde/Imnaha",66,"Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",2.6,NA,"Grande Ronde River",2012,135,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2012-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Grande Ronde/Imnaha",66,"Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",2.6,NA,"Grande Ronde River",2013,16,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2012-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Grande Ronde/Imnaha",66,"Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",2.6,NA,"Grande Ronde River",2015,196,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2012-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Grande Ronde/Imnaha",66,"Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",2.6,NA,"Grande Ronde River",2016,61,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2012-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Grande Ronde/Imnaha",66,"Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",2.6,NA,"Grande Ronde River",2017,15,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2012-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Grande Ronde/Imnaha",66,"Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",2.6,NA,"Grande Ronde River",2018,141,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2012-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Grande Ronde/Imnaha",66,"Grande Ronde River Upper Mainstem","Grande Ronde R. Up. Mainstem",2.6,NA,"Grande Ronde River",2019,14,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2012-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Grande Ronde/Imnaha",67,"Imnaha River Mainstem","Imnaha R. Mainstem",2.7,NA,"Imnaha River",2011,1864,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2011-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Grande Ronde/Imnaha",67,"Imnaha River Mainstem","Imnaha R. Mainstem",2.7,NA,"Imnaha River",2012,901,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2011-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Grande Ronde/Imnaha",67,"Imnaha River Mainstem","Imnaha R. Mainstem",2.7,NA,"Imnaha River",2013,604,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2011-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Grande Ronde/Imnaha",67,"Imnaha River Mainstem","Imnaha R. Mainstem",2.7,NA,"Imnaha River",2014,1163,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2011-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Grande Ronde/Imnaha",67,"Imnaha River Mainstem","Imnaha R. Mainstem",2.7,NA,"Imnaha River",2015,746,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2011-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Grande Ronde/Imnaha",67,"Imnaha River Mainstem","Imnaha R. Mainstem",2.7,NA,"Imnaha River",2016,892,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2011-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Grande Ronde/Imnaha",67,"Imnaha River Mainstem","Imnaha R. Mainstem",2.7,NA,"Imnaha River",2017,327,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2011-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Grande Ronde/Imnaha",67,"Imnaha River Mainstem","Imnaha R. Mainstem",2.7,NA,"Imnaha River",2018,244,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2011-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Grande Ronde/Imnaha",67,"Imnaha River Mainstem","Imnaha R. Mainstem",2.7,NA,"Imnaha River",2019,190,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2011-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Upper Salmon",70,"Lemhi River","Lemhi R.",5.3,NA,"Lemhi River",2010,160,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Upper Salmon",70,"Lemhi River","Lemhi R.",5.3,NA,"Lemhi River",2011,285,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Upper Salmon",70,"Lemhi River","Lemhi R.",5.3,NA,"Lemhi River",2012,113,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Upper Salmon",70,"Lemhi River","Lemhi R.",5.3,NA,"Lemhi River",2013,437,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Upper Salmon",70,"Lemhi River","Lemhi R.",5.3,NA,"Lemhi River",2014,661,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Upper Salmon",70,"Lemhi River","Lemhi R.",5.3,NA,"Lemhi River",2015,724,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Upper Salmon",70,"Lemhi River","Lemhi R.",5.3,NA,"Lemhi River",2016,208,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Upper Salmon",70,"Lemhi River","Lemhi R.",5.3,NA,"Lemhi River",2017,82,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Upper Salmon",70,"Lemhi River","Lemhi R.",5.3,NA,"Lemhi River",2018,195,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Upper Salmon",70,"Lemhi River","Lemhi R.",5.3,NA,"Lemhi River",2019,216,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","South Fork Salmon",71,"Little Salmon River","Little Salmon R.",3.1,NA,"Little Salmon River",2010,73,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","South Fork Salmon",71,"Little Salmon River","Little Salmon R.",3.1,NA,"Little Salmon River",2011,109,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","South Fork Salmon",71,"Little Salmon River","Little Salmon R.",3.1,NA,"Little Salmon River",2012,11,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","South Fork Salmon",71,"Little Salmon River","Little Salmon R.",3.1,NA,"Little Salmon River",2013,8,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","South Fork Salmon",71,"Little Salmon River","Little Salmon R.",3.1,NA,"Little Salmon River",2018,5,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","South Fork Salmon",71,"Little Salmon River","Little Salmon R.",3.1,NA,"Little Salmon River",2019,5,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Grande Ronde/Imnaha",74,"Lookingglass Creek","Lookingglass Ck.",2.2,NA,"Lookingglass Creek",2010,74,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Grande Ronde/Imnaha",74,"Lookingglass Creek","Lookingglass Ck.",2.2,NA,"Lookingglass Creek",2011,315,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Grande Ronde/Imnaha",74,"Lookingglass Creek","Lookingglass Ck.",2.2,NA,"Lookingglass Creek",2012,164,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Grande Ronde/Imnaha",74,"Lookingglass Creek","Lookingglass Ck.",2.2,NA,"Lookingglass Creek",2013,186,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Grande Ronde/Imnaha",74,"Lookingglass Creek","Lookingglass Ck.",2.2,NA,"Lookingglass Creek",2014,190,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Grande Ronde/Imnaha",74,"Lookingglass Creek","Lookingglass Ck.",2.2,NA,"Lookingglass Creek",2015,241,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Grande Ronde/Imnaha",74,"Lookingglass Creek","Lookingglass Ck.",2.2,NA,"Lookingglass Creek",2016,292,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Grande Ronde/Imnaha",74,"Lookingglass Creek","Lookingglass Ck.",2.2,NA,"Lookingglass Creek",2017,35,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Grande Ronde/Imnaha",74,"Lookingglass Creek","Lookingglass Ck.",2.2,NA,"Lookingglass Creek",2018,95,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Grande Ronde/Imnaha",74,"Lookingglass Creek","Lookingglass Ck.",2.2,NA,"Lookingglass Creek",2019,50,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2010-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Upper Salmon",84,"North Fork Salmon River","NF Salmon R.",5.2,NA,"North Fork Salmon River",2016,59,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2016-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Upper Salmon",84,"North Fork Salmon River","NF Salmon R.",5.2,NA,"North Fork Salmon River",2017,23,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2016-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Upper Salmon",84,"North Fork Salmon River","NF Salmon R.",5.2,NA,"North Fork Salmon River",2018,52,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2016-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
"ICSRSSchinookModel","Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Model","Upper Salmon",84,"North Fork Salmon River","NF Salmon R.",5.2,NA,"North Fork Salmon River",2019,28,1,"Nez Perce Tribe","Mari Williams","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (2016-2019). Spawner abundance data. Nez Perce Tribe. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/2187. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.",NA
